review_id,viewer_id,movie_id,rating,review_text,review_date
250,116,23,9,The Last Joke exceeded all my expectations. Highly recommended!,2024-12-02
251,168,46,7,One of the best Romance films I've seen this year.,2025-01-01
252,80,43,6,Average Documentary film. Mountain Peak had some good moments.,2024-12-29
253,119,10,3,Disappointing. The Comedy Club failed to deliver on its promise.,2025-03-22
254,16,38,2,The plot of Cosmic Drift was predictable and boring.,2025-03-07
255,115,9,3,Couldn't finish Midnight Express. Too slow and unengaging.,2025-03-25
256,73,50,6,Mixed feelings about Parallel Lives. Some parts were great.,2024-07-09
257,62,46,8,One of the best Romance films I've seen this year.,2024-10-04
258,32,42,9,A must-watch! Beach Party delivers on every level.,2024-07-05
259,78,46,4,Poor execution. Romance deserves better than Secret Garden.,2024-05-31
260,9,24,3,Poor execution. Sci-Fi deserves better than Binary Stars.,2025-01-23
261,89,5,1,Disappointing. Echoes of Tomorrow failed to deliver on its promise.,2024-12-23
262,100,12,8,One of the best Drama films I've seen this year.,2024-05-29
263,102,46,6,Secret Garden is a decent watch if you have nothing else.,2025-02-22
264,84,48,7,A must-watch! Code Red delivers on every level.,2024-11-21
265,193,37,3,Disappointing. Heartstrings failed to deliver on its promise.,2025-02-06
266,65,27,2,Poor execution. Documentary deserves better than Wild Planet.,2024-11-11
267,38,3,3,The plot of Last Kingdom was predictable and boring.,2024-08-12
268,155,32,5,Average Comedy film. The Stand-up had some good moments.,2025-01-29
269,107,3,1,Couldn't finish Last Kingdom. Too slow and unengaging.,2024-10-29
270,183,22,10,Steel Rain exceeded all my expectations. Highly recommended!,2024-11-10
271,1,7,8,Incredible visuals and plot. The Final Frontier is a gem.,2024-08-18
272,52,14,3,Not worth the hype. Summer Vibes was mediocre at best.,2024-05-18
273,169,48,9,Code Red exceeded all my expectations. Highly recommended!,2024-08-03
274,101,34,10,The acting in Night Stalker was phenomenal. Will watch again.,2024-06-22
275,51,28,1,Poor execution. Thriller deserves better than Broken Compass.,2024-07-03
276,141,19,9,Incredible visuals and plot. Frozen Hearts is a gem.,2024-09-10
277,12,19,6,Frozen Hearts was okay. Nothing special but not terrible.,2024-10-05
278,151,41,2,Poor execution. Sci-Fi deserves better than Galactic Empire.,2024-09-30
279,119,39,10,Great storytelling and cinematography in The Prankster.,2024-11-21
280,152,15,8,Iron Will exceeded all my expectations. Highly recommended!,2024-11-29
281,167,3,4,Couldn't finish Last Kingdom. Too slow and unengaging.,2024-07-09
282,66,26,5,Deep Blue was okay. Nothing special but not terrible.,2024-08-03
283,59,3,4,Poor execution. Drama deserves better than Last Kingdom.,2024-12-30
284,102,1,7,Absolutely loved this movie! Stellar Run was a masterpiece.,2025-03-24
285,71,35,9,One of the best Documentary films I've seen this year.,2025-04-23
286,129,47,5,Urban Legends was okay. Nothing special but not terrible.,2024-08-20
287,149,14,9,A must-watch! Summer Vibes delivers on every level.,2024-07-23
288,74,50,2,The plot of Parallel Lives was predictable and boring.,2024-10-14
289,144,47,6,Average Horror film. Urban Legends had some good moments.,2024-07-26
290,168,13,1,Couldn't finish Ghost Protocol. Too slow and unengaging.,2024-09-24
291,21,22,4,Poor execution. Action deserves better than Steel Rain.,2025-04-21
292,26,9,5,Average Thriller film. Midnight Express had some good moments.,2024-05-30
293,75,43,5,Mountain Peak is a decent watch if you have nothing else.,2025-02-08
294,110,14,3,Not worth the hype. Summer Vibes was mediocre at best.,2025-03-13
295,196,19,5,Frozen Hearts was okay. Nothing special but not terrible.,2025-03-23
296,40,8,1,The plot of Love in Paris was predictable and boring.,2025-03-29
297,200,50,5,Average Drama film. Parallel Lives had some good moments.,2025-03-04
298,196,29,6,Funny Business was okay. Nothing special but not terrible.,2024-08-18
299,197,50,9,One of the best Drama films I've seen this year.,2024-08-13
300,32,31,10,Eternal Love exceeded all my expectations. Highly recommended!,2025-03-20
301,92,6,6,Average Action film. Crimson Tide II had some good moments.,2024-10-15
302,49,35,5,Nature's Fury was okay. Nothing special but not terrible.,2024-06-18
303,197,6,2,The plot of Crimson Tide II was predictable and boring.,2025-02-16
304,88,11,9,Incredible visuals and plot. Quantum Break is a gem.,2024-05-13
305,137,13,8,Incredible visuals and plot. Ghost Protocol is a gem.,2024-06-12
306,90,2,6,Dark Orbit is a decent watch if you have nothing else.,2024-09-22
307,27,33,7,Great storytelling and cinematography in Mars Colony.,2025-02-05
308,49,40,8,Incredible visuals and plot. Shadow Ops is a gem.,2024-07-05
309,192,45,2,Couldn't finish Time Warp. Too slow and unengaging.,2025-01-05
310,169,50,8,The acting in Parallel Lives was phenomenal. Will watch again.,2024-09-09
311,100,21,6,Average Romance film. City Lights had some good moments.,2025-04-10
312,10,29,4,Disappointing. Funny Business failed to deliver on its promise.,2024-07-13
313,91,2,6,Mixed feelings about Dark Orbit. Some parts were great.,2024-10-01
314,192,1,6,Stellar Run is a decent watch if you have nothing else.,2025-03-19
315,35,7,10,The acting in The Final Frontier was phenomenal. Will watch again.,2024-07-18
316,197,8,10,Great storytelling and cinematography in Love in Paris.,2024-09-01
317,127,36,9,A must-watch! Desert Storm delivers on every level.,2024-11-08
318,31,40,1,Couldn't finish Shadow Ops. Too slow and unengaging.,2024-11-20
319,63,20,9,Incredible visuals and plot. Dark Comedy Hour is a gem.,2024-09-26
320,76,3,2,Disappointing. Last Kingdom failed to deliver on its promise.,2024-11-29
321,171,9,5,Midnight Express is a decent watch if you have nothing else.,2025-02-12
322,72,22,7,Absolutely loved this movie! Steel Rain was a masterpiece.,2024-08-03
323,94,5,8,Echoes of Tomorrow exceeded all my expectations. Highly recommended!,2024-11-29
324,105,2,1,Not worth the hype. Dark Orbit was mediocre at best.,2024-11-15
325,48,46,2,The plot of Secret Garden was predictable and boring.,2024-08-06
326,155,39,2,Not worth the hype. The Prankster was mediocre at best.,2025-03-04
327,25,17,6,Mixed feelings about Laugh Factory. Some parts were great.,2025-02-27
328,47,37,4,Waste of time. The acting in Heartstrings felt forced.,2025-03-22
329,60,4,5,Mixed feelings about Neon Shadows. Some parts were great.,2024-07-24
330,194,35,2,Couldn't finish Nature's Fury. Too slow and unengaging.,2024-07-24
331,148,45,9,Time Warp exceeded all my expectations. Highly recommended!,2024-07-23
332,169,20,2,Poor execution. Comedy deserves better than Dark Comedy Hour.,2025-04-11
333,80,27,2,Couldn't finish Wild Planet. Too slow and unengaging.,2024-11-12
334,69,48,1,The plot of Code Red was predictable and boring.,2025-03-27
335,25,38,1,Disappointing. Cosmic Drift failed to deliver on its promise.,2024-08-30
336,11,31,6,Eternal Love is a decent watch if you have nothing else.,2024-07-28
337,28,17,3,Waste of time. The acting in Laugh Factory felt forced.,2024-07-18
338,64,6,6,Average Action film. Crimson Tide II had some good moments.,2025-01-27
339,167,37,2,Couldn't finish Heartstrings. Too slow and unengaging.,2025-04-23
340,121,14,3,The plot of Summer Vibes was predictable and boring.,2024-05-17
341,131,16,7,Absolutely loved this movie! Ocean's Call was a masterpiece.,2024-05-18
342,134,18,10,Incredible visuals and plot. Red Alert is a gem.,2025-01-25
343,127,36,4,Disappointing. Desert Storm failed to deliver on its promise.,2024-09-23
344,55,40,7,Great storytelling and cinematography in Shadow Ops.,2024-08-04
345,75,23,3,Poor execution. Comedy deserves better than The Last Joke.,2024-07-03
346,106,38,5,Mixed feelings about Cosmic Drift. Some parts were great.,2024-12-25
347,158,8,7,Love in Paris exceeded all my expectations. Highly recommended!,2024-06-04
348,155,32,1,Disappointing. The Stand-up failed to deliver on its promise.,2024-10-06
349,152,13,5,Average Thriller film. Ghost Protocol had some good moments.,2024-07-10
350,48,42,10,Absolutely loved this movie! Beach Party was a masterpiece.,2024-05-23
351,64,9,1,The plot of Midnight Express was predictable and boring.,2024-12-25
352,191,3,2,Couldn't finish Last Kingdom. Too slow and unengaging.,2024-10-11
353,35,14,5,Summer Vibes was okay. Nothing special but not terrible.,2024-07-11
354,1,42,4,Couldn't finish Beach Party. Too slow and unengaging.,2025-03-06
355,179,1,7,Absolutely loved this movie! Stellar Run was a masterpiece.,2024-11-08
356,53,29,3,The plot of Funny Business was predictable and boring.,2024-06-04
357,32,24,6,Binary Stars is a decent watch if you have nothing else.,2024-10-20
358,169,34,5,Night Stalker is a decent watch if you have nothing else.,2024-05-27
359,52,41,3,The plot of Galactic Empire was predictable and boring.,2024-10-14
360,91,13,4,Poor execution. Thriller deserves better than Ghost Protocol.,2024-08-24
361,71,28,1,Not worth the hype. Broken Compass was mediocre at best.,2025-04-30
362,111,30,3,Disappointing. War Zone failed to deliver on its promise.,2025-04-01
363,192,30,9,War Zone exceeded all my expectations. Highly recommended!,2025-01-17
364,106,8,5,Average Romance film. Love in Paris had some good moments.,2024-12-07
365,72,12,7,Incredible visuals and plot. Silent Waters is a gem.,2025-04-24
366,122,49,9,Absolutely loved this movie! Happy Endings was a masterpiece.,2024-07-05
367,117,23,5,Average Comedy film. The Last Joke had some good moments.,2024-09-13
368,52,45,5,Time Warp is a decent watch if you have nothing else.,2024-10-14
369,70,11,8,Great storytelling and cinematography in Quantum Break.,2024-09-19
370,35,2,4,Couldn't finish Dark Orbit. Too slow and unengaging.,2024-08-26
371,99,15,9,The acting in Iron Will was phenomenal. Will watch again.,2024-06-07
372,38,8,5,Mixed feelings about Love in Paris. Some parts were great.,2024-08-07
373,66,45,2,Not worth the hype. Time Warp was mediocre at best.,2024-05-29
374,133,20,7,Absolutely loved this movie! Dark Comedy Hour was a masterpiece.,2025-03-30
375,146,7,4,Not worth the hype. The Final Frontier was mediocre at best.,2024-12-23
376,63,49,9,Incredible visuals and plot. Happy Endings is a gem.,2024-06-21
377,148,34,3,Couldn't finish Night Stalker. Too slow and unengaging.,2024-08-20
378,136,1,3,Disappointing. Stellar Run failed to deliver on its promise.,2024-11-15
379,197,45,9,One of the best Sci-Fi films I've seen this year.,2024-07-15
380,88,1,8,Great storytelling and cinematography in Stellar Run.,2025-01-26
381,28,47,5,Urban Legends is a decent watch if you have nothing else.,2024-12-24
382,179,18,10,Great storytelling and cinematography in Red Alert.,2024-06-14
383,103,43,10,The acting in Mountain Peak was phenomenal. Will watch again.,2024-07-17
384,92,7,7,One of the best Sci-Fi films I've seen this year.,2024-06-16
385,51,16,6,Ocean's Call was okay. Nothing special but not terrible.,2024-11-10
386,92,31,4,Waste of time. The acting in Eternal Love felt forced.,2024-11-12
387,127,15,7,The acting in Iron Will was phenomenal. Will watch again.,2025-04-23
388,177,5,2,Waste of time. The acting in Echoes of Tomorrow felt forced.,2025-02-20
389,60,27,1,The plot of Wild Planet was predictable and boring.,2024-09-04
390,106,35,2,Disappointing. Nature's Fury failed to deliver on its promise.,2024-05-18
391,141,29,3,The plot of Funny Business was predictable and boring.,2025-01-12
392,56,24,2,Disappointing. Binary Stars failed to deliver on its promise.,2024-12-21
393,3,38,7,Absolutely loved this movie! Cosmic Drift was a masterpiece.,2024-12-09
394,165,38,8,Great storytelling and cinematography in Cosmic Drift.,2025-03-15
395,88,16,10,Absolutely loved this movie! Ocean's Call was a masterpiece.,2025-03-15
396,65,39,9,A must-watch! The Prankster delivers on every level.,2024-06-13
397,195,16,1,Poor execution. Drama deserves better than Ocean's Call.,2024-05-14
398,71,35,3,Couldn't finish Nature's Fury. Too slow and unengaging.,2024-05-10
399,187,1,8,Incredible visuals and plot. Stellar Run is a gem.,2025-01-11
400,106,22,2,Disappointing. Steel Rain failed to deliver on its promise.,2024-08-17
401,150,15,10,Iron Will exceeded all my expectations. Highly recommended!,2025-05-01
402,110,45,6,Mixed feelings about Time Warp. Some parts were great.,2024-09-12
403,143,45,3,Disappointing. Time Warp failed to deliver on its promise.,2025-03-13
404,161,37,1,Couldn't finish Heartstrings. Too slow and unengaging.,2024-12-12
405,50,12,3,The plot of Silent Waters was predictable and boring.,2025-04-08
406,188,12,4,The plot of Silent Waters was predictable and boring.,2025-01-20
407,34,19,8,Absolutely loved this movie! Frozen Hearts was a masterpiece.,2024-05-28
408,116,15,10,Great storytelling and cinematography in Iron Will.,2025-04-15
409,31,47,4,Not worth the hype. Urban Legends was mediocre at best.,2024-06-14
410,194,49,5,Happy Endings is a decent watch if you have nothing else.,2025-02-12
411,177,5,3,Poor execution. Drama deserves better than Echoes of Tomorrow.,2024-10-20
412,2,11,6,Quantum Break was okay. Nothing special but not terrible.,2024-08-02
413,45,44,7,Absolutely loved this movie! Rogue Agent was a masterpiece.,2025-03-19
414,196,11,4,Disappointing. Quantum Break failed to deliver on its promise.,2025-02-12
415,107,7,7,Great storytelling and cinematography in The Final Frontier.,2024-05-08
416,43,18,9,A must-watch! Red Alert delivers on every level.,2024-07-21
417,174,34,10,The acting in Night Stalker was phenomenal. Will watch again.,2024-11-14
418,116,11,10,The acting in Quantum Break was phenomenal. Will watch again.,2024-05-28
419,146,14,8,One of the best Comedy films I've seen this year.,2025-02-02
420,157,29,5,Mixed feelings about Funny Business. Some parts were great.,2024-12-19
421,156,14,1,The plot of Summer Vibes was predictable and boring.,2024-10-06
422,76,25,9,One of the best Horror films I've seen this year.,2025-03-16
423,149,8,3,Disappointing. Love in Paris failed to deliver on its promise.,2025-01-04
424,189,45,9,Incredible visuals and plot. Time Warp is a gem.,2025-03-05
425,144,31,7,A must-watch! Eternal Love delivers on every level.,2024-07-08
426,183,48,3,Disappointing. Code Red failed to deliver on its promise.,2024-08-09
427,47,35,4,The plot of Nature's Fury was predictable and boring.,2024-12-29
428,13,33,10,The acting in Mars Colony was phenomenal. Will watch again.,2025-03-25
429,62,35,9,Absolutely loved this movie! Nature's Fury was a masterpiece.,2024-11-09
430,135,35,2,Not worth the hype. Nature's Fury was mediocre at best.,2024-12-19
431,86,36,3,The plot of Desert Storm was predictable and boring.,2025-04-09
432,110,32,4,The plot of The Stand-up was predictable and boring.,2025-01-09
433,179,41,2,Waste of time. The acting in Galactic Empire felt forced.,2025-02-15
434,160,29,2,Poor execution. Comedy deserves better than Funny Business.,2024-06-11
435,140,6,6,Crimson Tide II is a decent watch if you have nothing else.,2025-02-06
436,175,18,6,Red Alert was okay. Nothing special but not terrible.,2025-04-15
437,196,1,1,Couldn't finish Stellar Run. Too slow and unengaging.,2024-05-13
438,7,47,1,Disappointing. Urban Legends failed to deliver on its promise.,2024-11-17
439,43,49,10,Absolutely loved this movie! Happy Endings was a masterpiece.,2025-03-20
440,177,13,8,Incredible visuals and plot. Ghost Protocol is a gem.,2025-03-12
441,113,35,6,Nature's Fury was okay. Nothing special but not terrible.,2024-06-13
442,192,39,1,Couldn't finish The Prankster. Too slow and unengaging.,2025-02-14
443,91,21,7,A must-watch! City Lights delivers on every level.,2025-03-04
444,130,42,5,Mixed feelings about Beach Party. Some parts were great.,2024-12-19
445,41,6,9,Incredible visuals and plot. Crimson Tide II is a gem.,2025-02-15
446,154,43,10,The acting in Mountain Peak was phenomenal. Will watch again.,2024-08-30
447,74,32,9,Incredible visuals and plot. The Stand-up is a gem.,2025-03-23
448,39,12,5,Silent Waters was okay. Nothing special but not terrible.,2024-11-22
449,98,31,1,Waste of time. The acting in Eternal Love felt forced.,2024-09-21
450,120,2,1,Waste of time. The acting in Dark Orbit felt forced.,2025-04-06
451,1,43,5,Average Documentary film. Mountain Peak had some good moments.,2024-10-20
452,89,41,6,Galactic Empire was okay. Nothing special but not terrible.,2024-10-28
453,186,34,5,Average Horror film. Night Stalker had some good moments.,2024-10-06
454,97,37,2,The plot of Heartstrings was predictable and boring.,2024-10-02
455,39,18,9,Great storytelling and cinematography in Red Alert.,2024-11-18
456,95,43,1,Not worth the hype. Mountain Peak was mediocre at best.,2024-11-24
457,44,37,7,A must-watch! Heartstrings delivers on every level.,2025-04-10
458,142,46,1,Couldn't finish Secret Garden. Too slow and unengaging.,2024-09-03
459,14,27,4,The plot of Wild Planet was predictable and boring.,2024-10-03
460,155,40,9,One of the best Thriller films I've seen this year.,2024-06-19
461,91,2,10,Incredible visuals and plot. Dark Orbit is a gem.,2024-06-10
462,135,12,3,Disappointing. Silent Waters failed to deliver on its promise.,2025-03-31
463,69,4,2,Poor execution. Thriller deserves better than Neon Shadows.,2024-12-23
464,136,8,9,The acting in Love in Paris was phenomenal. Will watch again.,2025-04-29
465,67,41,5,Average Sci-Fi film. Galactic Empire had some good moments.,2024-07-25
466,122,32,4,Waste of time. The acting in The Stand-up felt forced.,2025-01-22
467,97,46,4,Waste of time. The acting in Secret Garden felt forced.,2024-06-04
468,17,26,5,Average Documentary film. Deep Blue had some good moments.,2025-02-11
469,173,5,3,Couldn't finish Echoes of Tomorrow. Too slow and unengaging.,2024-10-09
470,159,44,5,Average Thriller film. Rogue Agent had some good moments.,2024-08-07
471,147,42,5,Beach Party is a decent watch if you have nothing else.,2024-11-30
472,41,2,4,Poor execution. Sci-Fi deserves better than Dark Orbit.,2025-02-24
473,95,47,9,One of the best Horror films I've seen this year.,2025-01-12
474,27,20,5,Dark Comedy Hour was okay. Nothing special but not terrible.,2024-09-07
475,11,25,5,Haunted Manor is a decent watch if you have nothing else.,2025-02-10
476,91,49,6,Mixed feelings about Happy Endings. Some parts were great.,2025-04-10
477,48,26,4,Couldn't finish Deep Blue. Too slow and unengaging.,2024-05-21
478,95,22,9,A must-watch! Steel Rain delivers on every level.,2025-01-26
479,76,13,1,Couldn't finish Ghost Protocol. Too slow and unengaging.,2025-03-19
480,121,25,5,Haunted Manor is a decent watch if you have nothing else.,2024-12-09
481,75,33,10,Incredible visuals and plot. Mars Colony is a gem.,2024-08-03
482,130,2,4,Couldn't finish Dark Orbit. Too slow and unengaging.,2025-03-07
483,95,16,9,A must-watch! Ocean's Call delivers on every level.,2024-08-18
484,133,12,5,Mixed feelings about Silent Waters. Some parts were great.,2025-02-22
485,120,40,1,Couldn't finish Shadow Ops. Too slow and unengaging.,2024-05-14
486,88,3,5,Last Kingdom was okay. Nothing special but not terrible.,2024-12-03
487,62,14,4,The plot of Summer Vibes was predictable and boring.,2024-11-01
488,50,34,5,Mixed feelings about Night Stalker. Some parts were great.,2024-05-04
489,32,26,4,The plot of Deep Blue was predictable and boring.,2025-03-10
490,24,7,10,One of the best Sci-Fi films I've seen this year.,2024-08-05
491,120,47,2,Waste of time. The acting in Urban Legends felt forced.,2025-04-07
492,156,13,4,Waste of time. The acting in Ghost Protocol felt forced.,2025-03-16
493,162,44,4,Poor execution. Thriller deserves better than Rogue Agent.,2025-01-11
494,35,26,6,Average Documentary film. Deep Blue had some good moments.,2025-04-11
495,105,3,2,Disappointing. Last Kingdom failed to deliver on its promise.,2024-06-22
496,195,33,8,Incredible visuals and plot. Mars Colony is a gem.,2024-11-15
497,100,7,8,The acting in The Final Frontier was phenomenal. Will watch again.,2024-10-05
498,200,36,9,Absolutely loved this movie! Desert Storm was a masterpiece.,2025-04-26
499,48,14,1,Disappointing. Summer Vibes failed to deliver on its promise.,2024-07-05
500,28,22,7,Absolutely loved this movie! Steel Rain was a masterpiece.,2024-07-24
